id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
242,2011,Feroz Shah Kotla,2011-05-21,Delhi Daredevils,Pune Warriors,Delhi Daredevils,bat,normal,0,Draw/No Result,0.0,0.0,,Feroz Shah Kotla,RJ Tucker,AJ Pycroft,
241,2011,Himachal Pradesh Cricket Association Stadium,2011-05-21,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,normal,0,Deccan Chargers,82.0,0.0,S Dhawan,Himachal Pradesh Cricket Association Stadium,AM Saheba,GF Labrooy,
244,2011,Eden Gardens,2011-05-22,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,5.0,JEC Franklin,Eden Gardens,SJA Taufel,D Govindjee,
243,2011,M Chinnaswamy Stadium,2011-05-22,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,8.0,CH Gayle,M Chinnaswamy Stadium,RE Koertzen,RS Mahanama,
245,2011,Wankhede Stadium,2011-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,6.0,SK Raina,Wankhede Stadium,SJA Taufel,RS Mahanama,
246,2011,Wankhede Stadium,2011-05-25,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,4.0,MM Patel,Wankhede Stadium,SJA Taufel,RS Mahanama,
247,2011,"MA Chidambaram Stadium, Chepauk",2011-05-27,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,43.0,0.0,CH Gayle,"MA Chidambaram Stadium, Chepauk",SJA Taufel,RS Mahanama,
248,2011,"MA Chidambaram Stadium, Chepauk",2011-05-28,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,58.0,0.0,M Vijay,"MA Chidambaram Stadium, Chepauk",SJA Taufel,RS Mahanama,
249,2012,"MA Chidambaram Stadium, Chepauk",2012-04-04,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,8.0,RE Levi,"MA Chidambaram Stadium, Chepauk",SJA Taufel,RS Madugalle,
250,2012,Eden Gardens,2012-04-05,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,8.0,IK Pathan,Eden Gardens,HDPK Dharmasena,GF Labrooy,
251,2012,Wankhede Stadium,2012-04-06,Mumbai Indians,Pune Warriors,Mumbai Indians,field,normal,0,Pune Warriors,28.0,0.0,SPD Smith,Wankhede Stadium,SJA Taufel,RR Jadeja,
252,2012,Sawai Mansingh Stadium,2012-04-06,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,31.0,0.0,AM Rahane,Sawai Mansingh Stadium,SK Tarapore,RS Madugalle,
254,2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-07,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,normal,0,Chennai Super Kings,74.0,0.0,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,GF Labrooy,
253,2012,M Chinnaswamy Stadium,2012-04-07,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,20.0,0.0,AB de Villiers,M Chinnaswamy Stadium,S Ravi,Raju Mukherjee,
256,2012,Subrata Roy Sahara Stadium,2012-04-08,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Pune Warriors,22.0,0.0,MN Samuels,Subrata Roy Sahara Stadium,SJA Taufel,RR Jadeja,
255,2012,Sawai Mansingh Stadium,2012-04-08,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,22.0,0.0,BJ Hodge,Sawai Mansingh Stadium,VA Kulkarni,RS Madugalle,
257,2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-09,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Mumbai Indians,0.0,5.0,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,JD Cloete,GF Labrooy,
259,2012,Feroz Shah Kotla,2012-04-10,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,8.0,M Morkel,Feroz Shah Kotla,SK Tarapore,RS Madugalle,
258,2012,M Chinnaswamy Stadium,2012-04-10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,42.0,0.0,L Balaji,M Chinnaswamy Stadium,RJ Tucker,Raju Mukherjee,
260,2012,Wankhede Stadium,2012-04-11,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,27.0,0.0,KA Pollard,Wankhede Stadium,BNJ Oxenford,J Srinath,
261,2012,"MA Chidambaram Stadium, Chepauk",2012-04-12,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0.0,5.0,F du Plessis,"MA Chidambaram Stadium, Chepauk",RJ Tucker,Raju Mukherjee,
262,2012,"Punjab Cricket Association Stadium, Mohali",2012-04-12,Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,7.0,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RS Madugalle,
263,2012,Eden Gardens,2012-04-13,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0.0,5.0,Shakib Al Hasan,Eden Gardens,S Asnani,GF Labrooy,
265,2012,Subrata Roy Sahara Stadium,2012-04-14,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Pune Warriors,0.0,7.0,JD Ryder,Subrata Roy Sahara Stadium,BNJ Oxenford,RR Jadeja,
266,2012,Eden Gardens,2012-04-15,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,2.0,0.0,SP Narine,Eden Gardens,S Asnani,GF Labrooy,
267,2012,M Chinnaswamy Stadium,2012-04-15,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,59.0,0.0,AM Rahane,M Chinnaswamy Stadium,RJ Tucker,Raju Mukherjee,
268,2012,Wankhede Stadium,2012-04-16,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,7.0,S Nadeem,Wankhede Stadium,SK Tarapore,RS Madugalle,
269,2012,Sawai Mansingh Stadium,2012-04-17,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,normal,0,Rajasthan Royals,0.0,5.0,BJ Hodge,Sawai Mansingh Stadium,BNJ Oxenford,RR Jadeja,
270,2012,M Chinnaswamy Stadium,2012-04-17,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,bat,normal,0,Royal Challengers Bangalore,0.0,6.0,CH Gayle,M Chinnaswamy Stadium,S Das,GF Labrooy,
271,2012,"Punjab Cricket Association Stadium, Mohali",2012-04-18,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0.0,8.0,G Gambhir,"Punjab Cricket Association Stadium, Mohali",RJ Tucker,RS Mahanama,
273,2012,"MA Chidambaram Stadium, Chepauk",2012-04-19,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,13.0,0.0,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk",S Das,GF Labrooy,
264,2012,Feroz Shah Kotla,2012-04-19,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,normal,0,Delhi Daredevils,0.0,5.0,KP Pietersen,Feroz Shah Kotla,SK Tarapore,RS Madugalle,
274,2012,"Punjab Cricket Association Stadium, Mohali",2012-04-20,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,5.0,CH Gayle,"Punjab Cricket Association Stadium, Mohali",RJ Tucker,RS Mahanama,
275,2012,"MA Chidambaram Stadium, Chepauk",2012-04-21,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0.0,7.0,F du Plessis,"MA Chidambaram Stadium, Chepauk",BNJ Oxenford,J Srinath,
276,2012,Feroz Shah Kotla,2012-04-21,Delhi Daredevils,Pune Warriors,Delhi Daredevils,field,normal,0,Pune Warriors,20.0,0.0,SC Ganguly,Feroz Shah Kotla,S Das,GF Labrooy,
278,2012,Barabati Stadium,2012-04-22,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,5.0,B Lee,Barabati Stadium,SK Tarapore,RS Mahanama,
277,2012,Wankhede Stadium,2012-04-22,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0.0,6.0,SE Marsh,Wankhede Stadium,RJ Tucker,Raju Mukherjee,
279,2012,Sawai Mansingh Stadium,2012-04-23,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,46.0,0.0,AB de Villiers,Sawai Mansingh Stadium,S Asnani,RS Madugalle,
280,2012,Subrata Roy Sahara Stadium,2012-04-24,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,Delhi Daredevils,0.0,8.0,V Sehwag,Subrata Roy Sahara Stadium,RJ Tucker,Raju Mukherjee,
281,2012,"Punjab Cricket Association Stadium, Mohali",2012-04-25,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0.0,4.0,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",BNJ Oxenford,RS Mahanama,
282,2012,Subrata Roy Sahara Stadium,2012-04-26,Pune Warriors,Deccan Chargers,Deccan Chargers,bat,normal,0,Deccan Chargers,18.0,0.0,CL White,Subrata Roy Sahara Stadium,RJ Tucker,Raju Mukherjee,
283,2012,Feroz Shah Kotla,2012-04-27,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Daredevils,37.0,0.0,V Sehwag,Feroz Shah Kotla,BNJ Oxenford,J Srinath,
284,2012,"MA Chidambaram Stadium, Chepauk",2012-04-28,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Kings XI Punjab,7.0,0.0,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",SK Tarapore,RS Mahanama,
285,2012,Eden Gardens,2012-04-28,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,47.0,0.0,G Gambhir,Eden Gardens,BR Doctrove,RR Jadeja,
286,2012,Feroz Shah Kotla,2012-04-29,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,1.0,0.0,V Sehwag,Feroz Shah Kotla,RJ Tucker,Raju Mukherjee,
287,2012,Wankhede Stadium,2012-04-29,Mumbai Indians,Deccan Chargers,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,5.0,DW Steyn,Wankhede Stadium,BNJ Oxenford,J Srinath,
288,2012,"MA Chidambaram Stadium, Chepauk",2012-04-30,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0.0,5.0,G Gambhir,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,RS Mahanama,
289,2012,Barabati Stadium,2012-05-01,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Deccan Chargers,13.0,0.0,KC Sangakkara,Barabati Stadium,AK Chaudhary,AJ Pycroft,
290,2012,Sawai Mansingh Stadium,2012-05-01,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,0,Delhi Daredevils,0.0,6.0,P Negi,Sawai Mansingh Stadium,SJA Taufel,Raju Mukherjee,
291,2012,M Chinnaswamy Stadium,2012-05-02,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,4.0,Azhar Mahmood,M Chinnaswamy Stadium,C Shamshuddin,RS Mahanama,
292,2012,Subrata Roy Sahara Stadium,2012-05-03,Pune Warriors,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,1.0,0.0,SL Malinga,Subrata Roy Sahara Stadium,S Asnani,AJ Pycroft,
293,2012,"MA Chidambaram Stadium, Chepauk",2012-05-04,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,10.0,0.0,SK Raina,"MA Chidambaram Stadium, Chepauk",BNJ Oxenford,RS Mahanama,
295,2012,"Punjab Cricket Association Stadium, Mohali",2012-05-05,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,43.0,0.0,SR Watson,"Punjab Cricket Association Stadium, Mohali",SJA Taufel,AJ Pycroft,
294,2012,Eden Gardens,2012-05-05,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,7.0,0.0,SP Narine,Eden Gardens,SK Tarapore,J Srinath,
296,2012,Wankhede Stadium,2012-05-06,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,2.0,DR Smith,Wankhede Stadium,S Asnani,GF Labrooy,
297,2012,M Chinnaswamy Stadium,2012-05-06,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,5.0,AB de Villiers,M Chinnaswamy Stadium,BNJ Oxenford,RS Mahanama,
298,2012,Feroz Shah Kotla,2012-05-07,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0.0,6.0,JH Kallis,Feroz Shah Kotla,S Ravi,AJ Pycroft,
300,2012,"Rajiv Gandhi International Stadium, Uppal",2012-05-08,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,normal,0,Kings XI Punjab,25.0,0.0,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal",BNJ Oxenford,J Srinath,
299,2012,Subrata Roy Sahara Stadium,2012-05-08,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,0,Rajasthan Royals,0.0,7.0,SR Watson,Subrata Roy Sahara Stadium,BR Doctrove,GF Labrooy,
301,2012,Wankhede Stadium,2012-05-09,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,9.0,CH Gayle,Wankhede Stadium,VA Kulkarni,RS Madugalle,
272,2012,"Rajiv Gandhi International Stadium, Uppal",2012-05-10,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Delhi Daredevils,0.0,9.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",SJA Taufel,J Srinath,
302,2012,Sawai Mansingh Stadium,2012-05-10,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,4.0,BW Hilfenhaus,Sawai Mansingh Stadium,C Shamshuddin,AJ Pycroft,
303,2012,Subrata Roy Sahara Stadium,2012-05-11,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,field,normal,0,Royal Challengers Bangalore,35.0,0.0,CH Gayle,Subrata Roy Sahara Stadium,SK Tarapore,RS Madugalle,
305,2012,"MA Chidambaram Stadium, Chepauk",2012-05-12,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,9.0,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk",BR Doctrove,GF Labrooy,
304,2012,Eden Gardens,2012-05-12,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,27.0,0.0,RG Sharma,Eden Gardens,SJA Taufel,J Srinath,
307,2012,"Punjab Cricket Association Stadium, Mohali",2012-05-13,Kings XI Punjab,Deccan Chargers,Deccan Chargers,bat,normal,0,Kings XI Punjab,0.0,4.0,DJ Hussey,"Punjab Cricket Association Stadium, Mohali",BNJ Oxenford,AJ Pycroft,
306,2012,Sawai Mansingh Stadium,2012-05-13,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,0,Rajasthan Royals,45.0,0.0,A Chandila,Sawai Mansingh Stadium,SK Tarapore,RS Madugalle,
309,2012,Eden Gardens,2012-05-14,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,5.0,MEK Hussey,Eden Gardens,SJA Taufel,Raju Mukherjee,
308,2012,M Chinnaswamy Stadium,2012-05-14,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,5.0,AT Rayudu,M Chinnaswamy Stadium,BR Doctrove,GF Labrooy,
310,2012,Feroz Shah Kotla,2012-05-15,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Delhi Daredevils,0.0,5.0,UT Yadav,Feroz Shah Kotla,BNJ Oxenford,AJ Pycroft,
311,2012,Wankhede Stadium,2012-05-16,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Kolkata Knight Riders,32.0,0.0,SP Narine,Wankhede Stadium,BR Doctrove,GF Labrooy,
313,2012,Feroz Shah Kotla,2012-05-17,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,21.0,0.0,CH Gayle,Feroz Shah Kotla,C Shamshuddin,AJ Pycroft,
312,2012,Himachal Pradesh Cricket Association Stadium,2012-05-17,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,SK Tarapore,RS Madugalle,
314,2012,"Rajiv Gandhi International Stadium, Uppal",2012-05-18,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Deccan Chargers,0.0,5.0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",SJA Taufel,J Srinath,
315,2012,Himachal Pradesh Cricket Association Stadium,2012-05-19,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,6.0,UT Yadav,Himachal Pradesh Cricket Association Stadium,VA Kulkarni,RS Madugalle,
316,2012,Subrata Roy Sahara Stadium,2012-05-19,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,34.0,0.0,Shakib Al Hasan,Subrata Roy Sahara Stadium,BR Doctrove,GF Labrooy,
317,2012,"Rajiv Gandhi International Stadium, Uppal",2012-05-20,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,9.0,0.0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",SJA Taufel,AJ Pycroft,
318,2012,Sawai Mansingh Stadium,2012-05-20,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,0.0,10.0,DR Smith,Sawai Mansingh Stadium,C Shamshuddin,Raju Mukherjee,
319,2012,Subrata Roy Sahara Stadium,2012-05-22,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,18.0,0.0,YK Pathan,Subrata Roy Sahara Stadium,SJA Taufel,AJ Pycroft,
320,2012,M Chinnaswamy Stadium,2012-05-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,38.0,0.0,MS Dhoni,M Chinnaswamy Stadium,HDPK Dharmasena,RS Madugalle,
321,2012,"MA Chidambaram Stadium, Chepauk",2012-05-25,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,normal,0,Chennai Super Kings,86.0,0.0,M Vijay,"MA Chidambaram Stadium, Chepauk",SJA Taufel,RS Madugalle,
322,2012,"MA Chidambaram Stadium, Chepauk",2012-05-27,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,0.0,5.0,MS Bisla,"MA Chidambaram Stadium, Chepauk",SJA Taufel,RS Madugalle,
323,2013,Eden Gardens,2013-04-03,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,6.0,SP Narine,Eden Gardens,SJA Taufel,DC Boon,
324,2013,M Chinnaswamy Stadium,2013-04-04,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,2.0,0.0,CH Gayle,M Chinnaswamy Stadium,C Shamshuddin,AJ Pycroft,
325,2013,"Rajiv Gandhi International Stadium, Uppal",2013-04-05,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,0,Sunrisers Hyderabad,22.0,0.0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",SJA Taufel,DC Boon,
327,2013,"MA Chidambaram Stadium, Chepauk",2013-04-06,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,9.0,0.0,KA Pollard,"MA Chidambaram Stadium, Chepauk",VA Kulkarni,J Srinath,
326,2013,Feroz Shah Kotla,2013-04-06,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,5.0,0.0,R Dravid,Feroz Shah Kotla,C Shamshuddin,AJ Pycroft,
328,2013,Subrata Roy Sahara Stadium,2013-04-07,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Kings XI Punjab,0.0,8.0,M Vohra,Subrata Roy Sahara Stadium,SJA Taufel,RS Madugalle,
329,2013,"Rajiv Gandhi International Stadium, Uppal",2013-04-07,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Draw/No Result,0.0,0.0,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",S Ravi,DC Boon,
330,2013,Sawai Mansingh Stadium,2013-04-08,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,19.0,0.0,SK Trivedi,Sawai Mansingh Stadium,S Das,AJ Pycroft,
331,2013,Wankhede Stadium,2013-04-09,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Mumbai Indians,44.0,0.0,KD Karthik,Wankhede Stadium,VA Kulkarni,RS Madugalle,
373,2013,M Chinnaswamy Stadium,2013-04-09,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,0.0,7.0,V Kohli,M Chinnaswamy Stadium,SJA Taufel,DC Boon,
332,2013,"Punjab Cricket Association Stadium, Mohali",2013-04-10,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,10.0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",C Shamshuddin,AJ Pycroft,
334,2013,Subrata Roy Sahara Stadium,2013-04-11,Pune Warriors,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Pune Warriors,0.0,7.0,AJ Finch,Subrata Roy Sahara Stadium,K Srinath,RS Madugalle,
333,2013,M Chinnaswamy Stadium,2013-04-11,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,8.0,CH Gayle,M Chinnaswamy Stadium,AK Chaudhary,DC Boon,
335,2013,Feroz Shah Kotla,2013-04-12,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0.0,3.0,A Mishra,Feroz Shah Kotla,Subroto Das,AJ Pycroft,
337,2013,"MA Chidambaram Stadium, Chepauk",2013-04-13,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,4.0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",AK Chaudhary,J Srinath,
336,2013,Wankhede Stadium,2013-04-13,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,0,Mumbai Indians,41.0,0.0,RG Sharma,Wankhede Stadium,SJA Taufel,DC Boon,
338,2013,Eden Gardens,2013-04-14,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,48.0,0.0,G Gambhir,Eden Gardens,VA Kulkarni,RS Madugalle,
339,2013,Sawai Mansingh Stadium,2013-04-14,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,6.0,JP Faulkner,Sawai Mansingh Stadium,C Shamshuddin,AJ Pycroft,
340,2013,"MA Chidambaram Stadium, Chepauk",2013-04-15,Chennai Super Kings,Pune Warriors,Pune Warriors,bat,normal,0,Pune Warriors,24.0,0.0,SPD Smith,"MA Chidambaram Stadium, Chepauk",AK Chaudhary,RR Jadeja,
341,2013,"Punjab Cricket Association Stadium, Mohali",2013-04-16,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,4.0,0.0,MS Gony,"Punjab Cricket Association Stadium, Mohali",SJA Taufel,RS Mahanama,
342,2013,M Chinnaswamy Stadium,2013-04-16,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,normal,0,Draw/No Result,0.0,0.0,V Kohli,M Chinnaswamy Stadium,VA Kulkarni,RS Madugalle,
343,2013,Maharashtra Cricket Association Stadium,2013-04-17,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,field,normal,0,Sunrisers Hyderabad,11.0,0.0,A Mishra,Maharashtra Cricket Association Stadium,AK Chaudhary,J Srinath,
344,2013,Sawai Mansingh Stadium,2013-04-17,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Rajasthan Royals,87.0,0.0,AM Rahane,Sawai Mansingh Stadium,C Shamshuddin,AJ Pycroft,
345,2013,Feroz Shah Kotla,2013-04-18,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,86.0,0.0,MEK Hussey,Feroz Shah Kotla,VA Kulkarni,RS Madugalle,
346,2013,"Rajiv Gandhi International Stadium, Uppal",2013-04-19,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0.0,5.0,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",CK Nandan,RS Mahanama,
347,2013,Eden Gardens,2013-04-20,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0.0,4.0,RA Jadeja,Eden Gardens,AK Chaudhary,Raju Mukherjee,
348,2013,M Chinnaswamy Stadium,2013-04-20,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,7.0,R Vinay Kumar,M Chinnaswamy Stadium,C Shamshuddin,AJ Pycroft,
349,2013,Feroz Shah Kotla,2013-04-21,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,normal,0,Delhi Daredevils,0.0,9.0,V Sehwag,Feroz Shah Kotla,S Ravi,RS Mahanama,
350,2013,"Punjab Cricket Association Stadium, Mohali",2013-04-21,Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,7.0,DA Miller,"Punjab Cricket Association Stadium, Mohali",K Srinath,RS Madugalle,
351,2013,"MA Chidambaram Stadium, Chepauk",2013-04-22,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0.0,5.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",AK Chaudhary,RR Jadeja,
